,year,State,Median income,Smoke everyday,Smoke some days,Former smoker,Never smoked
345,2001,Massachusetts,75637.0,14.8,4.7,29.9,50.6
346,2001,Michigan,65206.0,19.7,5.9,25.7,48.7
347,2001,Minnesota,76257.0,16.9,5.3,28.3,49.5
348,2001,Mississippi,43659.0,19.6,5.7,21.1,53.6
349,2001,Missouri,59839.0,20.0,5.9,24.5,49.6
350,2001,Montana,46503.0,16.6,5.4,27.3,50.8
351,2001,Nebraska,63128.0,15.8,4.4,22.3,57.4
352,2001,Nevada,65722.0,20.8,6.1,26.2,46.9
353,2001,New Hampshire,74303.0,19.0,5.1,28.8,47.1
354,2001,New Jersey,74940.0,15.0,6.1,26.2,52.7
355,2001,New Mexico,47948.0,16.1,7.7,24.9,51.2
356,2001,New York,60961.0,16.6,6.6,23.8,53.0
357,2001,North Carolina,55240.0,21.3,4.5,23.8,50.4
358,2001,North Dakota,51811.0,15.6,6.5,24.8,53.1
359,2001,Ohio,60485.0,21.9,5.8,23.4,49.0
360,2001,Oklahoma,51545.0,23.1,5.6,21.8,49.5
361,2001,Oregon,59744.0,15.0,5.5,28.7,50.9
362,2001,Pennsylvania,62966.0,18.9,5.6,24.2,51.3
363,2001,Puerto Rico,,8.0,4.5,17.0,70.5
364,2001,Rhode Island,66185.0,17.6,6.3,28.9,47.3
365,2001,South Carolina,54624.0,19.3,6.7,21.3,52.6
366,2001,South Dakota,57425.0,16.6,5.8,25.2,52.5
367,2001,Tennessee,51797.0,19.7,4.7,19.1,56.6
368,2001,Texas,59146.0,15.5,6.9,20.7,56.9
369,2001,United States,61126.0,17.4,5.6,24.7,51.8
370,2001,Utah,68529.0,9.1,4.1,17.1,69.7
371,2001,Vermont,59050.0,16.9,5.5,30.0,47.6
372,2001,Virgin Islands,,6.9,2.7,12.6,77.8
373,2001,Virginia,72725.0,17.9,4.7,24.7,52.8
374,2001,Washington,61505.0,16.4,6.0,27.6,49.9
375,2001,West Virginia,42952.0,23.5,4.6,24.7,47.1
376,2001,Wisconsin,65639.0,18.2,5.4,28.7,47.8
377,2001,Wyoming,57494.0,17.3,4.9,26.0,51.9
378,2002,Alabama,53586.0,19.2,5.2,23.2,52.4
379,2002,Alaska,75206.0,21.9,7.4,25.6,45.0
380,2002,All States and DC,,17.8,5.0,24.7,52.0
381,2002,Arizona,56623.0,17.8,5.6,24.4,52.2
382,2002,Arkansas,46153.0,21.5,4.8,24.9,48.8
383,2002,California,67600.0,11.1,5.3,23.9,59.6
384,2002,Colorado,68822.0,15.6,4.7,25.6,54.0
385,2002,Connecticut,76080.0,14.4,5.0,30.4,50.2
386,2002,Delaware,70754.0,19.5,5.1,26.3,49.0
387,2002,District of Columbia,55677.0,13.4,7.0,20.4,59.2
388,2002,Florida,54186.0,17.8,4.2,25.1,52.9
389,2002,Georgia,61191.0,17.7,5.6,22.4,54.3
390,2002,Guam,,24.8,7.1,15.5,52.6
391,2002,Hawaii,67409.0,17.1,3.9,24.3,54.7
392,2002,Idaho,53746.0,16.3,4.3,24.2,55.2
393,2002,Illinois,60864.0,17.8,5.1,22.9,54.3
394,2002,Indiana,58494.0,23.0,4.7,23.3,49.1
395,2002,Iowa,58497.0,18.8,4.3,23.4,53.4
396,2002,Kansas,60734.0,17.6,4.5,24.3,53.6
397,2002,Kentucky,52388.0,29.1,3.5,22.0,45.5
398,2002,Louisiana,48463.0,19.0,4.9,19.2,57.0
399,2002,Maine,52518.0,19.6,4.0,33.4,43.1
400,2002,Maryland,80383.0,16.3,5.6,23.7,54.4
401,2002,Massachusetts,71046.0,14.4,4.5,29.1,52.0
402,2002,Michigan,60871.0,19.3,4.8,27.1,48.7
403,2002,Minnesota,77839.0,16.2,5.5,26.8,51.4
404,2002,Mississippi,44009.0,21.4,5.9,20.0,52.7
405,2002,Missouri,60958.0,22.0,4.5,25.5,48.0
406,2002,Montana,49642.0,15.7,5.5,26.1,52.7
407,2002,Nebraska,60987.0,17.8,4.9,22.9,54.4
408,2002,Nevada,64068.0,21.1,5.0,24.7,49.2
409,2002,New Hampshire,78836.0,18.6,4.6,30.2,46.6
410,2002,New Jersey,77762.0,14.0,5.0,26.0,55.0
411,2002,New Mexico,50528.0,15.0,6.2,26.0,52.8
412,2002,New York,59804.0,16.9,5.4,25.0,52.7
413,2002,North Carolina,52036.0,21.2,5.1,24.1,49.7
414,2002,North Dakota,51587.0,16.4,5.1,26.5,52.0
415,2002,Ohio,60827.0,21.4,5.2,24.7,48.7
416,2002,Oklahoma,51955.0,21.8,4.8,21.8,51.6
417,2002,Oregon,59570.0,17.3,5.1,28.1,49.4
418,2002,Pennsylvania,60562.0,19.5,5.1,25.7,49.7
419,2002,Puerto Rico,,8.8,4.4,16.9,69.8
420,2002,Rhode Island,60447.0,17.5,4.9,29.6,48.0
421,2002,South Carolina,53884.0,21.0,5.6,22.6,50.9
422,2002,South Dakota,53971.0,17.5,5.1,22.4,55.0
423,2002,Tennessee,52770.0,22.9,4.9,18.7,53.6
424,2002,Texas,57215.0,16.6,6.2,20.9,56.2
425,2002,United States,60435.0,17.8,5.0,24.4,52.3
426,2002,Utah,68205.0,9.9,2.8,17.1,70.1
427,2002,Vermont,61276.0,16.7,4.4,32.3,46.5
428,2002,Virgin Islands,,7.0,2.4,12.1,78.5
429,2002,Virginia,70727.0,19.4,5.3,22.4,53.0
430,2002,Washington,64388.0,16.4,5.0,28.5,50.1
431,2002,West Virginia,41838.0,23.8,4.7,24.2,47.4
432,2002,Wisconsin,65414.0,18.5,4.9,27.3,49.4
433,2002,Wyoming,56665.0,19.2,4.4,26.5,49.8
434,2003,Alabama,51912.0,19.7,5.7,23.9,50.8
435,2003,Alaska,72230.0,19.3,7.0,26.1,47.7
436,2003,All States and DC,,16.9,5.1,25.2,52.0
437,2003,Arizona,57361.0,15.4,5.5,26.2,53.0
438,2003,Arkansas,44592.0,20.5,4.2,25.4,49.8
439,2003,California,68695.0,11.3,5.5,25.2,58.0
440,2003,Colorado,69587.0,13.8,4.7,27.2,54.2
441,2003,Connecticut,76589.0,13.9,4.7,31.2,50.2
442,2003,Delaware,68304.0,16.9,5.0,28.1,50.0
443,2003,District of Columbia,62765.0,13.9,8.1,22.2,55.8
444,2003,Florida,54304.0,17.4,6.5,26.8,49.3
445,2003,Georgia,59134.0,16.5,6.2,21.7,55.6
446,2003,Guam,,26.3,7.8,14.3,51.7
447,2003,Hawaii,72226.0,14.1,3.2,24.1,58.6
448,2003,Idaho,59042.0,15.0,4.0,23.5,57.6
449,2003,Illinois,62917.0,17.1,6.3,24.4,52.2
450,2003,Indiana,59116.0,21.1,5.0,24.4,49.5
451,2003,Iowa,57665.0,16.2,5.4,24.5,53.8
452,2003,Kansas,61633.0,16.3,4.1,23.0,56.6
453,2003,Kentucky,51467.0,26.8,4.0,22.5,46.7
454,2003,Louisiana,46689.0,20.4,6.2,20.7,52.7
455,2003,Maine,51714.0,19.7,3.9,31.1,45.2
456,2003,Maryland,72895.0,15.2,4.9,23.7,56.2
457,2003,Massachusetts,71001.0,14.5,4.6,31.0,49.9
458,2003,Michigan,62734.0,20.7,5.4,25.8,48.1
459,2003,Minnesota,73604.0,15.9,5.2,28.3,50.6
460,2003,Mississippi,45604.0,19.7,5.8,20.7,53.8
461,2003,Missouri,60979.0,23.1,4.1,24.3,48.5
462,2003,Montana,47527.0,14.8,5.1,28.4,51.6
463,2003,Nebraska,61274.0,16.0,5.3,24.0,54.7
464,2003,Nevada,62960.0,20.3,4.9,25.2,49.7
465,2003,New Hampshire,77428.0,17.0,4.2,31.0,47.8
466,2003,New Jersey,78094.0,14.0,5.4,26.3,54.3
467,2003,New Mexico,48916.0,15.8,6.2,25.9,52.1
468,2003,New York,59621.0,16.5,5.1,25.4,53.0
469,2003,North Carolina,51945.0,18.8,6.0,23.2,52.0
470,2003,North Dakota,56308.0,16.1,4.4,25.6,53.9
471,2003,Ohio,60641.0,19.5,5.7,23.8,51.0
472,2003,Oklahoma,50026.0,20.3,4.8,22.1,52.7
473,2003,Oregon,58019.0,15.8,5.2,26.7,52.4
474,2003,Pennsylvania,59823.0,20.2,5.3,25.2,49.4
475,2003,Puerto Rico,,8.9,4.6,17.7,68.8
476,2003,Rhode Island,62301.0,17.2,5.1,29.1,48.5
477,2003,South Carolina,53617.0,19.6,5.9,23.0,51.5
478,2003,South Dakota,55070.0,16.4,6.3,25.3,52.0
479,2003,Tennessee,52285.0,21.1,4.5,18.9,55.4
480,2003,Texas,54721.0,15.6,6.5,21.6,56.3
481,2003,United States,60360.0,16.7,5.1,25.2,52.1
482,2003,Utah,68660.0,8.6,3.3,16.6,71.5
483,2003,Vermont,60280.0,15.4,4.2,30.4,50.1
484,2003,Virgin Islands,,7.9,2.0,13.6,76.4
485,2003,Virginia,76335.0,17.2,4.8,24.0,54.0
486,2003,Washington,66198.0,14.6,5.0,26.2,54.2
487,2003,West Virginia,45652.0,22.6,4.8,25.8,46.9
488,2003,Wisconsin,64472.0,17.3,4.7,27.3,50.7
489,2003,Wyoming,59297.0,19.8,4.8,26.2,49.1
490,2004,Alabama,49697.0,18.7,6.1,20.9,54.3
491,2004,Alaska,74707.0,16.4,8.5,24.0,51.2
492,2004,All States and DC,,15.8,5.4,24.1,54.6
493,2004,Arizona,59488.0,13.5,5.1,24.5,57.0
494,2004,Arkansas,47465.0,19.4,6.2,24.7,49.8
495,2004,California,66782.0,10.0,4.7,24.2,61.1
496,2004,Colorado,69040.0,13.8,6.2,24.4,55.6
497,2004,Connecticut,74757.0,13.2,4.9,30.0,51.9
498,2004,Delaware,65191.0,18.8,5.6,25.2,50.5
499,2004,District of Columbia,58952.0,12.5,8.4,19.2,59.9
500,2004,Florida,54996.0,14.6,5.7,25.8,53.9
501,2004,Georgia,55605.0,15.0,5.0,20.9,59.1
502,2004,Hawaii,76307.0,,,,
503,2004,Idaho,60183.0,13.4,4.1,23.4,59.2
504,2004,Illinois,62515.0,15.4,6.8,21.5,56.2
505,2004,Indiana,57430.0,19.5,5.3,22.6,52.5
506,2004,Iowa,58871.0,16.3,4.6,21.4,57.8
507,2004,Kansas,55717.0,15.3,4.5,21.7,58.5
508,2004,Kentucky,48314.0,23.0,4.5,20.4,52.1
509,2004,Louisiana,49425.0,16.9,6.6,20.0,56.5
510,2004,Maine,56073.0,17.0,3.9,31.3,47.8
511,2004,Maryland,77475.0,14.6,5.0,23.0,57.5
512,2004,Massachusetts,70577.0,13.7,4.8,26.9,54.6
513,2004,Michigan,57331.0,17.2,6.1,25.2,51.6
514,2004,Minnesota,76119.0,15.2,5.5,26.8,52.5
515,2004,Mississippi,47154.0,18.1,6.5,19.3,56.2
516,2004,Missouri,57170.0,18.5,5.6,24.2,51.7
517,2004,Montana,46070.0,15.8,4.6,25.1,54.5
518,2004,Nebraska,59407.0,14.9,5.4,21.2,58.6
519,2004,Nevada,64044.0,16.5,6.8,24.4,52.3
520,2004,New Hampshire,77084.0,16.5,5.1,28.5,49.8
521,2004,New Jersey,74995.0,13.0,5.8,24.4,56.8
522,2004,New Mexico,53676.0,13.2,7.1,24.1,55.6
523,2004,New York,60578.0,14.2,5.7,24.2,55.9
524,2004,North Carolina,54593.0,17.6,5.5,21.2,55.6
525,2004,North Dakota,53212.0,14.8,5.1,23.6,56.5
526,2004,Ohio,58415.0,20.8,5.0,22.1,52.0
527,2004,Oklahoma,53747.0,19.9,6.2,22.5,51.4
528,2004,Oregon,55619.0,14.3,5.8,24.7,55.3
529,2004,Pennsylvania,59841.0,17.5,5.3,23.9,53.4
530,2004,Puerto Rico,,8.2,4.4,15.2,72.2
531,2004,Rhode Island,65036.0,15.8,5.5,28.8,49.9
532,2004,South Carolina,52494.0,18.0,6.4,21.9,53.8
533,2004,South Dakota,55772.0,14.1,6.3,23.6,56.0
534,2004,Tennessee,51654.0,21.5,4.6,22.2,51.7
535,2004,Texas,56166.0,13.6,6.9,20.2,59.3
536,2004,United States,60150.0,15.6,5.4,24.0,55.0
537,2004,Utah,69020.0,7.8,2.7,15.8,73.8
538,2004,Vermont,64214.0,15.0,5.0,30.6,49.4
539,2004,Virgin Islands,,5.9,3.5,9.9,80.7
540,2004,Virginia,69386.0,15.9,5.0,23.3,55.8
541,2004,Washington,67732.0,14.0,5.3,25.3,55.5
542,2004,West Virginia,45279.0,21.8,5.1,25.1,48.0
543,2004,Wisconsin,62047.0,16.5,5.4,24.3,53.8
544,2004,Wyoming,61593.0,16.5,5.2,24.9,53.4
545,2005,Alabama,48752.0,18.8,6.0,20.9,54.3
546,2005,Alaska,73346.0,18.8,6.2,23.8,51.2
547,2005,All States and DC,,15.3,5.3,24.8,54.0
548,2005,Arizona,59375.0,13.7,6.6,25.5,54.3
549,2005,Arkansas,48106.0,18.1,5.4,24.9,51.6
550,2005,California,67918.0,9.8,5.3,23.3,61.5
551,2005,Colorado,66204.0,13.5,6.3,24.8,55.4
552,2005,Connecticut,74585.0,12.4,4.1,29.4,54.1
553,2005,Delaware,67236.0,15.5,5.2,27.2,52.1
554,2005,District of Columbia,59044.0,11.6,8.5,21.5,58.5
555,2005,Florida,56416.0,15.2,6.5,26.7,51.6
556,2005,Georgia,60269.0,16.4,5.8,21.9,56.0
557,2005,Hawaii,78195.0,12.1,4.9,26.2,56.8
558,2005,Idaho,57972.0,13.3,4.6,22.7,59.3
559,2005,Illinois,63513.0,14.2,5.7,24.0,56.1
560,2005,Indiana,55690.0,20.8,6.4,22.9,49.8
561,2005,Iowa,61022.0,16.1,4.3,24.8,54.8
562,2005,Kansas,55152.0,13.6,4.2,24.4,57.8
563,2005,Kentucky,48160.0,23.5,5.2,24.0,47.3
564,2005,Louisiana,48865.0,16.4,6.1,21.0,56.5
565,2005,Maine,57640.0,15.9,4.9,30.1,49.1
566,2005,Maryland,79410.0,13.4,5.5,22.9,58.3
567,2005,Massachusetts,73511.0,13.5,4.6,27.5,54.5
568,2005,Michigan,60278.0,16.7,5.4,26.0,52.0
569,2005,Minnesota,71147.0,14.9,5.1,28.7,51.2
570,2005,Mississippi,43142.0,18.6,5.1,20.9,55.5
571,2005,Missouri,56411.0,18.5,4.9,24.2,52.4
572,2005,Montana,48966.0,14.5,4.7,28.5,52.3
573,2005,Nebraska,62890.0,16.1,5.2,22.7,56.1
574,2005,Nevada,63265.0,16.6,6.5,24.0,52.9
575,2005,New Hampshire,74780.0,15.4,5.0,29.5,50.1
576,2005,New Jersey,83158.0,12.8,5.2,25.5,56.5
577,2005,New Mexico,51110.0,14.6,6.9,24.4,54.1
578,2005,New York,61909.0,14.6,5.9,25.6,54.0
579,2005,North Carolina,55190.0,17.1,5.5,23.6,53.8
580,2005,North Dakota,55369.0,15.0,5.2,25.5,54.4
581,2005,Ohio,58008.0,17.6,4.8,25.8,51.9
582,2005,Oklahoma,49402.0,19.0,6.0,24.0,50.9
583,2005,Oregon,57950.0,13.4,5.1,27.4,54.0
584,2005,Pennsylvania,60760.0,17.9,5.7,25.4,51.0
585,2005,Puerto Rico,,7.9,5.2,16.9,70.0
586,2005,Rhode Island,64938.0,15.3,4.4,28.8,51.4
587,2005,South Carolina,52794.0,17.0,5.5,24.4,53.1
588,2005,South Dakota,56627.0,13.8,6.0,25.4,54.8
589,2005,Tennessee,51713.0,20.4,6.3,22.0,51.3
590,2005,Texas,54358.0,13.2,6.8,21.0,59.0
591,2005,United States,60794.0,15.3,5.2,24.4,54.1
592,2005,Utah,71931.0,8.5,3.0,16.0,72.5
593,2005,Vermont,66539.0,14.4,4.9,30.8,50.0
594,2005,Virgin Islands,,5.3,2.8,12.8,79.1
595,2005,Virginia,68127.0,15.3,5.3,24.1,55.2
596,2005,Washington,66463.0,12.5,5.0,27.3,55.1
597,2005,West Virginia,47827.0,21.3,5.4,24.3,49.0
598,2005,Wisconsin,58594.0,15.9,4.9,26.1,53.2
599,2005,Wyoming,58684.0,16.3,5.1,26.7,51.9
600,2006,Alabama,48241.0,17.6,5.5,23.4,53.5
601,2006,Alaska,71713.0,16.2,7.7,27.6,48.5
602,2006,All States and DC,,14.9,5.1,24.7,54.3
603,2006,Arizona,59306.0,12.1,6.1,24.9,56.9
604,2006,Arkansas,47103.0,18.8,4.8,25.1,51.2
605,2006,California,70316.0,9.4,5.5,24.2,60.8
606,2006,Colorado,70796.0,12.3,5.6,24.5,57.6
607,2006,Connecticut,79322.0,11.9,5.1,28.2,54.8
608,2006,Delaware,66654.0,16.7,5.1,27.3,50.9
609,2006,District of Columbia,61619.0,10.6,7.3,22.1,60.0
610,2006,Florida,58059.0,16.0,5.1,26.1,52.9
611,2006,Georgia,62721.0,14.1,5.8,21.2,58.8
612,2006,Hawaii,76863.0,13.0,4.6,25.1,57.3
613,2006,Idaho,58741.0,12.9,3.9,23.0,60.2
614,2006,Illinois,61866.0,14.1,6.4,23.7,55.8
615,2006,Indiana,57717.0,18.6,5.5,23.3,52.7
616,2006,Iowa,61173.0,17.1,4.3,23.7,54.8
617,2006,Kansas,57901.0,15.2,4.8,24.1,55.9
618,2006,Kentucky,50189.0,24.3,4.3,24.3,47.2
619,2006,Louisiana,46380.0,17.7,5.7,20.1,56.4
620,2006,Maine,58016.0,15.9,5.0,30.4,48.7
621,2006,Maryland,80928.0,13.0,4.7,22.6,59.7
622,2006,Massachusetts,70330.0,13.0,4.7,27.7,54.5
623,2006,Michigan,61835.0,16.5,5.8,25.4,52.2
624,2006,Minnesota,71450.0,13.8,4.5,27.6,54.1
625,2006,Mississippi,44149.0,17.9,7.2,21.1,53.8
626,2006,Missouri,56664.0,18.6,4.6,26.8,50.0
627,2006,Montana,52249.0,13.3,5.6,26.8,54.3
628,2006,Nebraska,61197.0,13.8,4.8,23.8,57.5
629,2006,Nevada,66456.0,15.6,6.5,25.6,52.3
630,2006,New Hampshire,78770.0,14.3,4.4,29.7,51.6
631,2006,New Jersey,86510.0,12.3,5.7,24.1,57.9
632,2006,New Mexico,50880.0,13.8,6.4,24.7,55.1
633,2006,New York,61295.0,13.4,4.9,24.5,57.3
634,2006,North Carolina,50586.0,17.0,5.1,24.1,53.9
635,2006,North Dakota,52175.0,15.6,3.9,24.1,56.4
636,2006,Ohio,58344.0,16.8,5.6,24.3,53.3
637,2006,Oklahoma,49367.0,18.9,6.2,23.7,51.2
638,2006,Oregon,59857.0,13.6,4.8,25.7,55.8
639,2006,Pennsylvania,61619.0,16.6,4.9,25.5,53.0
640,2006,Puerto Rico,,7.7,4.8,16.8,70.7
641,2006,Rhode Island,68304.0,14.9,4.3,28.8,52.0
642,2006,South Carolina,50357.0,16.5,5.8,24.5,53.3
643,2006,South Dakota,57742.0,14.7,5.6,24.8,54.8
644,2006,Tennessee,51725.0,18.4,4.1,23.5,53.9
645,2006,Texas,55048.0,12.6,5.3,21.7,60.4
646,2006,United States,61268.0,14.7,5.1,24.5,54.5
647,2006,Utah,69438.0,7.1,2.7,16.6,73.6
648,2006,Vermont,66073.0,14.0,4.0,30.9,51.1
649,2006,Virgin Islands,,5.8,3.1,13.1,78.0
650,2006,Virginia,72604.0,14.7,4.6,25.2,55.5
651,2006,Washington,69558.0,12.3,4.7,26.4,56.6
652,2006,West Virginia,48834.0,21.3,4.5,24.7,49.6
653,2006,Wisconsin,65706.0,15.2,5.6,26.0,53.2
654,2006,Wyoming,59794.0,16.4,5.2,24.9,53.5
655,2007,Alabama,52176.0,16.5,6.0,23.2,54.3
656,2007,Alaska,77862.0,15.6,6.7,27.1,50.7
657,2007,All States and DC,,14.5,5.2,24.6,54.8
658,2007,Arizona,58360.0,13.6,6.1,24.0,56.2
659,2007,Arkansas,50425.0,17.3,5.1,23.7,53.9
660,2007,California,68890.0,8.8,5.5,22.9,62.8
661,2007,Colorado,75573.0,13.4,5.3,24.6,56.7
662,2007,Connecticut,79281.0,11.3,4.1,30.5,54.1
663,2007,Delaware,67475.0,15.1,3.8,26.1,54.9
664,2007,District of Columbia,62770.0,11.1,6.1,22.4,60.4
665,2007,Florida,56604.0,14.3,5.0,26.2,54.5
666,2007,Georgia,60123.0,14.7,4.7,22.7,57.9
667,2007,Guam,,23.3,7.6,14.1,54.9
668,2007,Hawaii,79134.0,12.9,4.1,26.0,57.0
669,2007,Idaho,60794.0,14.5,4.6,22.6,58.3
670,2007,Illinois,64900.0,13.7,6.4,23.5,56.4
671,2007,Indiana,58654.0,18.2,5.9,22.8,53.0
672,2007,Iowa,60453.0,14.5,5.3,23.5,56.7
673,2007,Kansas,59945.0,13.7,4.2,23.3,58.8
674,2007,Kentucky,48765.0,23.5,4.7,23.9,47.9
675,2007,Louisiana,51065.0,16.9,5.7,20.2,57.1
676,2007,Maine,59199.0,16.2,4.0,30.8,49.1
677,2007,Maryland,81122.0,11.5,5.6,23.7,59.3
678,2007,Massachusetts,72263.0,12.0,4.4,28.5,55.1
679,2007,Michigan,61024.0,15.8,5.4,24.8,54.1
680,2007,Minnesota,71762.0,12.4,4.1,27.6,55.9
681,2007,Mississippi,46079.0,18.5,5.4,21.2,54.8
682,2007,Missouri,56864.0,19.8,4.7,23.4,52.1
683,2007,Montana,53960.0,14.8,4.6,26.6,53.9
684,2007,Nebraska,60781.0,14.5,5.5,23.8,56.2
685,2007,Nevada,66818.0,16.1,5.3,25.4,53.1
686,2007,New Hampshire,83527.0,15.1,4.2,30.3,50.4
687,2007,New Jersey,74791.0,12.0,5.1,24.7,58.2
688,2007,New Mexico,54826.0,13.1,7.6,24.8,54.4
689,2007,New York,60497.0,12.8,6.1,25.5,55.6
